Date,Time,CO(GT),PT08.S1(CO),NMHC(GT),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH
05/25/2004,01:00:00 AM,0.2,836.5,-200,2.71043226987069,633.5,41,1199.5,56,1149.5,669.25,15.524999856949,32.200000286102,0.564072350625198
05/25/2004,02:00:00 AM,-200,745.5,-200,0.940546057575843,493,17,1522,31,1062.75,435.25,17.5,29.125,0.577337174972669
05/25/2004,03:00:00 AM,-200,752.25,-200,1.16794992023965,515.25,-200,1472.25,-200,1068,435.75,13.25,35.574999809265,0.539344719424403
05/25/2004,04:00:00 AM,-200,742,-200,0.897123458535717,488.5,19,1559,30,1047.5,403.25,13.974999904633,33.724999427795,0.535526677530115
05/25/2004,05:00:00 AM,0.1,773.5,-200,1.68102183600711,559.5,45,1386,51,1107,532,11.625,40,0.546185999605219
05/25/2004,06:00:00 AM,0.2,797.5,-200,2.64950956160428,629.5,40,1291,45,1125.25,536.25,13.375,34.500000953674,0.5272477429303
05/25/2004,07:00:00 AM,1.1,1002.25,-200,8.81356811377651,932,101,949.25,82,1404.5,916.5,15.224999904633,31.000000476837,0.532870456629402
05/25/2004,08:00:00 AM,3,1210,-200,22.1678037331417,1355.5,183,656.5,100,1786.25,1480.75,16.325000047684,27.5,0.506577188177488
05/25/2004,09:00:00 AM,2.1,1058,-200,15.3078502219812,1158.25,149,819.75,91,1458.75,1187,19.150000572205,20,0.439023290247517
05/25/2004,10:00:00 AM,2.6,1105.5,-200,14.0347235209826,1117.75,207,884.5,130,1451,1220,24.875,13.024999856949,0.403753978747072
05/25/2004,11:00:00 AM,3.2,1153,-200,18.4682773518033,1253,289,814.5,155,1541.25,1380.5,28.324999809265,9.9000000953674,0.375444475275023
05/25/2004,12:00:00 PM,2.1,1047.25,-200,13.5296047306945,1101.25,159,912.5,114,1390.5,1102.75,29.22500038147,9.7999999523163,0.391428568688775
05/25/2004,01:00:00 PM,2.2,1090.75,-200,15.7507614499555,1172,162,874.25,127,1459.25,1105,31.574999809265,9.1750001907349,0.418983308832094
05/25/2004,02:00:00 PM,2.4,1162.25,-200,18.4509394072448,1252.5,173,795.75,138,1594.5,1248.25,32.599999427795,9.3000001907349,0.44994860185892
05/25/2004,03:00:00 PM,-200,1058.75,-200,12.5873017691848,1069.75,-200,925,-200,1401,976.25,32.599999427795,9.2249999046326,0.446319970334335
05/25/2004,04:00:00 PM,-200,1082.5,-200,12.0402289609459,1051,-200,938.5,-200,1389.75,897.75,32.349999427795,9.9500000476837,0.474678124135405
05/25/2004,05:00:00 PM,-200,1149.5,-200,15.3799578843754,1160.5,-200,866.5,-200,1512,1038.25,32.050000190735,10.650000095367,0.499560373145971
05/25/2004,06:00:00 PM,-200,1321,-200,24.8776718706072,1426,-200,720,-200,1859,1395,29.700000762939,12.199999809265,0.500743935334564
05/25/2004,07:00:00 PM,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
05/25/2004,08:00:00 PM,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
05/25/2004,09:00:00 PM,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
05/25/2004,10:00:00 PM,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
05/25/2004,11:00:00 PM,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
05/26/2004,12:00:00 AM,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
05/26/2004,01:00:00 AM,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
05/26/2004,02:00:00 AM,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
05/26/2004,03:00:00 AM,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
05/26/2004,04:00:00 AM,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
05/26/2004,05:00:00 AM,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
05/26/2004,06:00:00 AM,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
05/26/2004,07:00:00 AM,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
05/26/2004,08:00:00 AM,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
05/26/2004,09:00:00 AM,4,1302.75,-200,40.2238046275293,1775.5,-200,945.5,-200,1466.75,1607.75,20.35000038147,35.72500038147,0.84397702154724
05/26/2004,10:00:00 AM,2.2,1137.25,-200,14.9257192296359,1146.25,188,1144,136,1392.25,1326.75,26.099999904633,23.825000286102,0.793775179449272
05/26/2004,11:00:00 AM,1.8,1139.25,-200,13.7735250481794,1109.25,159,1117.75,135,1435.75,1291.5,28.775000095367,21.050000190735,0.819289472558732
05/26/2004,12:00:00 PM,1.6,1099.25,-200,12.2723789491514,1059,146,1156.25,115,1416.25,1113.75,29.599999904633,19.35000038147,0.789677043901232
05/26/2004,01:00:00 PM,1.8,1087.5,-200,13.988477707942,1116.25,127,1128,112,1448.5,1059.5,31.575000286102,16.399999856949,0.748918392082263
05/26/2004,02:00:00 PM,1.6,1026.75,-200,11.7527038490589,1041,128,1236.75,112,1344.5,915,32.300000667572,13.250000238419,0.630333063912999
05/26/2004,03:00:00 PM,1.6,1014,-200,11.9680700085259,1048.5,120,1200,109,1365.75,893.25,31.750000476837,13.549999952316,0.624921461779604
05/26/2004,04:00:00 PM,1.3,969,-200,9.73118732339548,967.5,115,1275.5,112,1324.5,767.75,31.799999713898,13.825000286102,0.639407392912407
05/26/2004,05:00:00 PM,-200,1120.25,-200,17.9511631418941,1238,-200,1022.75,-200,1591.25,1126,31,15.924999952316,0.703917095543195
05/26/2004,06:00:00 PM,-200,1130.5,-200,22.6196336039978,1367.5,-200,933.25,-200,1707.25,1284,28.625,18.699999809265,0.721559850766765
05/26/2004,07:00:00 PM,-200,1130.3333333333,-200,22.6511549230788,1368.3333333333,-200,933,-200,1709,1269.3333333333,26.733333587646,19.53333346049,0.675361137352891
05/26/2004,08:00:00 PM,-200,1123.25,-200,20.2550060446258,1303.5,-200,938.75,-200,1720,1290.25,24.974999904633,24.425000190735,0.761623789181515
05/26/2004,09:00:00 PM,-200,1068.75,-200,13.0548284735009,1085.5,-200,1063.5,-200,1536,1119.25,22.849999427795,28.400000095367,0.780378990907809
05/26/2004,10:00:00 PM,-200,1020.75,-200,10.8733671544159,1009.75,-200,1115.75,-200,1480.25,1027,21.650000095367,29.174999713898,0.745822074696797
05/26/2004,11:00:00 PM,-200,1101.25,-200,13.2800106248856,1093,-200,1011.75,-200,1563.5,1155.25,21.075000286102,30.85000038147,0.761659391613819
05/27/2004,12:00:00 AM,-200,1026,-200,9.54064292532022,960.25,-200,1071.75,-200,1470.75,1077.5,19.900000095367,36.324999809265,0.834894918225879
05/27/2004,01:00:00 AM,-200,949.25,-200,6.63547045450073,840.75,-200,1155.25,-200,1393.25,953.5,18.64999961853,39.25,0.835463947287469
05/27/2004,02:00:00 AM,-200,845.75,-200,3.58120245909574,687,-200,1294.75,-200,1288.25,725.75,18.599999904633,38.775000572205,0.822811594205901
05/27/2004,03:00:00 AM,-200,810.75,-200,2.30003161053157,605.75,-200,1416.75,-200,1247.75,655.75,19.025000095367,38.874999046326,0.846817576508216
05/27/2004,04:00:00 AM,-200,803,-200,2.02560937034859,586,-200,1441.75,-200,1231.75,572.5,18.049999713898,40.924999237061,0.839407250908556
05/27/2004,05:00:00 AM,-200,882,-200,4.08209541044677,715.25,-200,1246,-200,1367,779.5,15.499999761581,48.624999046326,0.85046075267517
05/27/2004,06:00:00 AM,-200,962.5,-200,6.52378663447908,835.75,-200,1085.25,-200,1429,919.75,16.024999856949,47.900000572205,0.865914207833716
05/27/2004,07:00:00 AM,-200,1412.5,-200,24.7891344276086,1423.75,-200,739.25,-200,2101.5,1543.75,16.974999904633,46.024998664856,0.882994761864103
05/27/2004,08:00:00 AM,-200,1485.25,-200,34.3545632369435,1650,-200,632.25,-200,2336.5,1788.75,18.974999904633,41.625,0.90393599723413
05/27/2004,09:00:00 AM,-200,1354.25,-200,24.5439035923382,1417.5,-200,749,-200,2043,1628.75,21.75,35,0.900151772961343
05/27/2004,10:00:00 AM,-200,1073.75,-200,8.99143642481234,939,-200,1070.5,-200,1513,996.75,25.625,28.049999713898,0.908827253678494
05/27/2004,11:00:00 AM,-200,1022.25,-200,8.36935719483485,914.25,-200,1131.75,-200,1446.25,847.25,26.424999713898,23.125,0.785261248003314
05/27/2004,12:00:00 PM,-200,1100.25,-200,11.5390072135637,1033.5,-200,994.5,-200,1585.75,957.5,27.125,24.200000286102,0.856041101645313
05/27/2004,01:00:00 PM,-200,1072.5,-200,12.0763777633858,1052.25,-200,1009,-200,1574.25,853.75,27.499999523163,20.925000190735,0.756515648516958
05/27/2004,02:00:00 PM,-200,1049.25,-200,10.1372177216962,982.75,-200,1070.5,-200,1514.5,782,29.525000095367,19.724999904633,0.801528524365057
05/27/2004,03:00:00 PM,-200,1086,-200,11.939258220185,1047.5,-200,1016.25,-200,1580.25,888,30.550000190735,18.599999904633,0.801391690038239
05/27/2004,04:00:00 PM,-200,1059.25,-200,11.3410672887752,1026.5,-200,1065.5,-200,1521.25,764.25,31.25,15.849999904633,0.710606966890992
05/27/2004,05:00:00 PM,-200,1243.75,-200,20.1559019063142,1300.75,-200,841.5,-200,1801,1169.75,29.400000095367,20.950000286102,0.845226301330601
05/27/2004,06:00:00 PM,-200,1319.5,-200,24.7694777181241,1423.25,-200,766.5,-200,1985.5,1385,27.025000095367,23.474999904633,0.825571436474865
05/27/2004,07:00:00 PM,-200,1235.5,-200,20.2640257863257,1303.75,-200,822.25,-200,1868.25,1237,25.849999904633,26.674999713898,0.875783822438812
05/27/2004,08:00:00 PM,-200,1135.75,-200,16.2236532947918,1186.5,-200,903.75,-200,1735.25,1126.5,23.700000286102,28.449999332428,0.822491435634481
05/27/2004,09:00:00 PM,-200,1109.75,-200,13.2800106248856,1093,-200,961,-200,1660.75,1090.75,21.349999904633,32.999999046326,0.828433440264422
05/27/2004,10:00:00 PM,-200,1025.75,-200,10.3394953184389,990.25,-200,1031.5,-200,1552.75,971.5,20.525000095367,35.325000762939,0.843472568212347
05/27/2004,11:00:00 PM,-200,1038,-200,9.5668293721857,961.25,-200,1026,-200,1529.75,949,19.425000190735,38.125,0.851140265513429
05/28/2004,12:00:00 AM,-200,975.25,-200,7.82041217339248,891.75,-200,1015.25,-200,1479.5,889.5,19.35000038147,40.699999809265,0.904454984640096
05/28/2004,01:00:00 AM,-200,907.75,-200,6.05279331614027,814.25,-200,1088.5,-200,1402.5,763,17.75,44.85000038147,0.902962181631173
05/28/2004,02:00:00 AM,-200,895.75,-200,6.17728160617896,820,-200,1073.75,-200,1439.25,833.25,16.575000047684,49.675000190735,0.929499573678685
05/28/2004,03:00:00 AM,-200,810,-200,3.75091588159339,696.75,-200,1220.5,-200,1321.25,675,16.475000143051,48.550000190735,0.90278141973706
05/28/2004,04:00:00 AM,-200,789.25,-200,2.77194444967985,637.5,-200,1304.5,-200,1309,671.75,15.200000047684,53.550000190735,0.91903856170735
05/28/2004,05:00:00 AM,-200,814,-200,3.42752695114378,678,-200,1276.25,-200,1339,625.75,15.474999666214,51.650000572205,0.901946165683148
05/28/2004,06:00:00 AM,-200,957.5,-200,8.1846126133246,906.75,-200,991.5,-200,1535.75,881.75,14.924999952316,54.824999809265,0.92470341031469
05/28/2004,07:00:00 AM,-200,1213,-200,19.1939127078651,1273.75,-200,761.5,-200,1914.25,1264.25,16.275000095367,51.27499961853,0.941580630185912
05/28/2004,08:00:00 AM,-200,1220.75,-200,22.6101808576906,1367.25,-200,722,-200,2007.5,1330,18.375,45.675000190735,0.955859024500105
05/28/2004,09:00:00 AM,-200,1245,-200,19.4413904233107,1280.75,-200,773.5,-200,1952,1324,20.824999809265,43.64999961853,1.06144631372249
05/28/2004,10:00:00 AM,-200,1049.5,-200,9.60616640246024,962.75,-200,998.25,-200,1609,901,24.25,35.074999809265,1.04774329359725
05/28/2004,11:00:00 AM,-200,1047.5,-200,9.76420205930501,968.75,-200,1011.5,-200,1600,852,26.35000038147,29.250000476837,0.988899032138126
05/28/2004,12:00:00 PM,-200,1141.25,-200,14.3602640549262,1128.25,-200,902,-200,1738,1009,28.349999904633,25,0.949462438418125
05/28/2004,01:00:00 PM,-200,1052.25,-200,12.1053300633046,1053.25,-200,949,-200,1640.75,830.75,28.924999713898,23.650000095367,0.92846852766589
05/28/2004,02:00:00 PM,-200,1151.75,-200,13.4689151691736,1099.25,-200,907.75,-200,1706,954,28.549999713898,25.849999904633,0.993144955289853
05/28/2004,03:00:00 PM,1.7,1026.25,-200,12.3234135443609,1060.75,133,981.5,115,1563.75,814.25,29.575000286102,18.875,0.76918962673483
05/28/2004,04:00:00 PM,1.7,1039.25,-200,12.1560676898085,1055,131,965.5,117,1589.5,844.5,27.974999904633,23.175000190735,0.861266814666645
05/28/2004,05:00:00 PM,2.1,1147.75,-200,12.4990742249497,1066.75,133,887.25,105,1789.75,955.5,23.625,40.950000762939,1.17858655039763
05/28/2004,06:00:00 PM,2.2,1176.25,-200,13.9038627907998,1113.5,141,842.75,114,1805.25,1102,21.450000286102,48.099999427795,1.21483543365559
05/28/2004,07:00:00 PM,1.8,1099.75,-200,11.3692549979798,1027.5,112,899.75,103,1710.25,993.75,22.074999809265,44.125000953674,1.15729999381637
05/28/2004,08:00:00 PM,1.8,1081.25,-200,10.3937235512426,992.25,147,958.5,119,1679.75,935.25,20.200000286102,47.175000190735,1.10432515818029
05/28/2004,09:00:00 PM,0.9,976,-200,7.03270761040739,858.25,104,1069.75,102,1547.25,838.5,20.02499961853,47.624999046326,1.1030097052273
05/28/2004,10:00:00 PM,1,978.75,-200,7.00974344340667,857.25,97,1081.75,96,1546,796.5,19.799999713898,46.824999809265,1.06966403930873
05/28/2004,11:00:00 PM,2,1092.25,-200,11.2777540500341,1024.25,128,937,109,1706.25,968,19.60000038147,47,1.06059332293507
05/29/2004,12:00:00 AM,1.8,1043.5,-200,9.17725200931916,946.25,138,1008.5,119,1593.5,885.75,19.324999809265,46.324999809265,1.02787779886336
05/29/2004,01:00:00 AM,1.1,940.25,-200,6.810174913241,848.5,93,1090.5,103,1508.75,763.5,18.525000095367,48.700000762939,1.02864968140183
05/29/2004,02:00:00 AM,0.6,892,-200,5.06611559758421,766.75,71,1180,84,1466,656.75,17.974999904633,51.449999809265,1.05039282603698
05/29/2004,03:00:00 AM,0.3,838.25,-200,3.3727404908532,674.75,-200,1301.5,-200,1389.75,540.25,17.949999809265,50.800000190735,1.035517141229
05/29/2004,04:00:00 AM,-200,853.25,-200,4.30327119347217,727.25,44,1179.25,59,1417.25,621,17.650000572205,51.875,1.03793275811213
05/29/2004,05:00:00 AM,-200,737.75,-200,1.50119985264323,544.75,18,1562,29,1265.75,449.5,17.674999713898,49.749999046326,0.99696139322195
05/29/2004,06:00:00 AM,0.1,762,-200,1.96183608183153,581.25,41,1587.75,45,1276.5,434,17.925000190735,46.10000038147,0.938256568518242
05/29/2004,07:00:00 AM,0.5,840.75,-200,4.0457173102022,713.25,84,1293,80,1356,558.75,18.375,43.925001144409,0.919236093480685
05/29/2004,08:00:00 AM,0.6,842.5,-200,4.01400042535146,711.5,77,1303.25,77,1343,547.75,18.875,42.075000762939,0.908100955463558
05/29/2004,09:00:00 AM,0.5,841,-200,4.0457173102022,713.25,73,1326.25,68,1329.5,524.5,19.175000190735,39.699999809265,0.872801195077881
05/29/2004,10:00:00 AM,0.7,862.33333333333,-200,4.18131561569344,720.66666666667,72,1329.3333333333,66,1335,522.33333333333,20.799999872843,36.56666692098,0.887849525249508
05/29/2004,11:00:00 AM,0.7,868.75,-200,4.53416650886051,739.5,77,1296,70,1366.25,535,21.349999904633,35.75,0.897469586222621
05/29/2004,12:00:00 PM,0.9,894,-200,5.96683078514395,810.25,82,1204.25,74,1420.5,584.75,21.825000286102,34.85000038147,0.900361297892834
05/29/2004,01:00:00 PM,0.7,844.25,-200,4.83855722358298,755.25,67,1283.5,64,1350.25,520.75,22.824999809265,31.400000095367,0.86152143798641
05/29/2004,02:00:00 PM,0.4,822.75,-200,3.7949708199494,699.25,59,1381.75,60,1311,493,22.875,31.325000286102,0.86204316732206
05/29/2004,03:00:00 PM,0.5,842.75,-200,4.15067814902029,719,61,1353,63,1330.25,500.5,22.900000095367,30.700000286102,0.846110121518805
05/29/2004,04:00:00 PM,0.6,865.25,-200,5.0611213203826,766.5,76,1279,75,1368.5,559.25,23.800000190735,29.22500038147,0.84994505953232
05/29/2004,05:00:00 PM,0.6,872.75,-200,5.5760978178637,791.75,73,1246.5,79,1396.75,589.25,23.150000095367,30.175000190735,0.844180918011677
05/29/2004,06:00:00 PM,0.8,899.25,-200,5.80706632784425,802.75,87,1220.75,83,1425.75,596.25,22.400000095367,31.27499961853,0.836475723988535
05/29/2004,07:00:00 PM,1,921,-200,6.96963322926681,855.5,98,1163,93,1437.25,680.5,21.675000190735,32.22500038147,0.825036771197857
05/29/2004,08:00:00 PM,1.2,937.25,-200,7.85651390347974,893.25,123,1106,112,1463.25,782.75,20.800000190735,33.199999809265,0.806105864177406
05/29/2004,09:00:00 PM,1,900.5,-200,6.48488837579844,834,102,1177,103,1407.75,737.75,20.10000038147,35.02499961853,0.814914520661087
05/29/2004,10:00:00 PM,1.3,954.5,-200,8.45617233820098,917.75,102,1056.25,93,1510.75,761.5,19.47500038147,36.875,0.825762662305833
05/29/2004,11:00:00 PM,2.7,1064.5,-200,13.6818372082733,1106.25,142,896.75,112,1707,928.5,19.025000095367,38.22500038147,0.832658597534325
05/30/2004,12:00:00 AM,2.7,1035.25,-200,13.7811774840661,1109.5,148,907,125,1652.25,1043.75,18.5,39.449999809265,0.831984582753337
05/30/2004,01:00:00 AM,1.6,956,-200,9.13225164880703,944.5,107,1030,107,1508.75,892,17.824999809265,41.724999427795,0.843964618654921
05/30/2004,02:00:00 AM,0.6,868.75,-200,6.51266272701406,835.25,61,1078,76,1436.75,806.75,19.199999809265,42,0.924786043155797
05/30/2004,03:00:00 AM,0.3,830.75,-200,6.22628827100907,822.25,-200,1085.25,-200,1418,709.5,17.800000190735,44.800000190735,0.904758025573317
05/30/2004,04:00:00 AM,-200,815.25,-200,5.2017538469729,773.5,43,1113,55,1374,711.75,17.049999713898,47.650000572205,0.918457062717074
05/30/2004,05:00:00 AM,0.1,780.5,-200,3.14513187063893,661,25,1271,37,1299,567.5,17.199999809265,47.175000190735,0.917842010012104
05/30/2004,06:00:00 AM,0.1,780.75,-200,2.88886184580445,645,32,1295,45,1319.75,575.25,17.275000095367,47.550000190735,0.92946922247422
05/30/2004,07:00:00 AM,0.2,827.5,-200,3.63740124581419,690.25,48,1262.75,61,1353.25,658,18.599999904633,44.22500038147,0.93846144501977
05/30/2004,08:00:00 AM,0.3,802.75,-200,2.73727143136403,635.25,60,1417,67,1272.25,537,20.200000286102,37.75,0.883694214154836
05/30/2004,09:00:00 AM,0.3,810.75,-200,3.01583630343583,653,52,1411,60,1269.25,486.25,22.02499961853,31.875000953674,0.833494755114611
05/30/2004,10:00:00 AM,0.4,844,-200,3.72897070064342,695.5,58,1352.5,64,1292.25,507,25.549999713898,25.85000038147,0.833858636527079
05/30/2004,11:00:00 AM,0.3,833.25,-200,3.75970932150517,697.25,54,1360.75,64,1294,496.25,27.47500038147,22.849999904633,0.824912448936148
05/30/2004,12:00:00 PM,0.3,831.5,-200,4.15067814902029,719,52,1318.25,59,1298.75,501.5,28.724999904633,20.675000190735,0.80237926884426
05/30/2004,01:00:00 PM,0.1,771.25,-200,2.60044526991147,626.25,34,1501.5,41,1210,429.75,29.074999809265,19.624999523163,0.777128348815189
05/30/2004,02:00:00 PM,0.1,783,-200,2.7642232572924,637,41,1498,46,1215.25,438.75,29.775000095367,18.424999713898,0.759499963695408
05/30/2004,03:00:00 PM,0.2,814.5,-200,4.21512771180324,722.5,41,1378,46,1255.75,470.75,32,15.025000095367,0.702794705526095
05/30/2004,04:00:00 PM,0.6,911.75,-200,6.1609827513778,819.25,65,1224.25,77,1367.75,589,30.275000095367,17.049999713898,0.723186779133046
05/30/2004,05:00:00 PM,0.5,894.25,-200,5.2017538469729,773.5,65,1239,83,1339,597.75,31.700000286102,16.200000286102,0.745031070084736
05/30/2004,06:00:00 PM,0.9,962.75,-200,7.65287582436705,884.75,84,1101.5,90,1447.25,695,29.199999809265,19.60000038147,0.781733783041383
05/30/2004,07:00:00 PM,1.1,990.25,-200,8.75041120554129,929.5,89,1045,95,1505.75,738.75,27.449999809265,23.800000190735,0.85796127203854
05/30/2004,08:00:00 PM,1.3,1024.75,-200,10.0567841665389,979.75,114,986.25,113,1590.75,890.75,25.000000476837,26.925000190735,0.840820119920676
05/30/2004,09:00:00 PM,1.5,996.5,-200,9.81050275234866,970.5,127,993.25,128,1573,929.5,23.624999523163,30.099999427795,0.866311424250357
05/30/2004,10:00:00 PM,1.2,975.5,-200,8.40651691452809,915.75,117,1043.75,117,1514.75,880,22.27499961853,33.574999809265,0.891265340194763
05/30/2004,11:00:00 PM,0.4,877.75,-200,5.41063700221121,783.75,46,1180.5,64,1406.75,609.75,21.375,36.875,0.927113834388962
05/31/2004,12:00:00 AM,0.2,835.5,-200,4.30793185475013,727.5,16,1213.25,28,1353.25,518.25,20.624999523163,39.949999809265,0.959729888118832
05/31/2004,01:00:00 AM,0.3,854.75,-200,4.76045355984754,751.25,27,1107,46,1418.25,663.5,19.724999904633,43.150000572205,0.981198328100641
05/31/2004,02:00:00 AM,-200,759.25,-200,2.05612087052382,588.25,4,1322.75,8,1286,515.25,19.724999904633,42.375,0.963575402129827
05/31/2004,03:00:00 AM,-200,738.25,-200,1.43346053961464,539,-200,1420.5,-200,1256.75,476.75,18.85000038147,45.02499961853,0.970275538302929
05/31/2004,04:00:00 AM,-200,735.75,-200,1.31041377354929,528.25,19,1450.5,32,1254.25,476.75,18.700000286102,45.39999961853,0.969355169501795
05/31/2004,05:00:00 AM,-200,764.5,-200,2.33941619508671,608.5,48,1303.5,57,1318.75,581,16.425000190735,52.375,0.970862524033762
05/31/2004,06:00:00 AM,0.5,909.25,-200,6.48488837579844,834,82,1031.25,60,1526.5,762.5,16.64999961853,52.050001144409,0.978519028480267
05/31/2004,07:00:00 AM,1.6,1107.5,-200,14.1815976429917,1122.5,167,803.75,83,1801.25,1111.25,17.39999961853,50.85000038147,1.00173737888581
05/31/2004,08:00:00 AM,3.6,1251.5,-200,22.6669225998679,1368.75,248,681,129,2119.5,1390.25,19.299999713898,45.97500038147,1.0185473192434
05/31/2004,09:00:00 AM,2.2,1174.75,-200,16.2564861729254,1187.5,213,790.25,137,1901,1250.5,20.949999809265,43.599999427795,1.06831072200744
05/31/2004,10:00:00 AM,1.6,1111.25,-200,14.104214213179,1120,161,838.75,121,1790,1140.5,25.625,33.25,1.07730860937719
